Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company166,Success,2011,3,221,Changing how people save energy,Gaming|CleanTech|Social Networking|Energy,Energy saving,TechStars|Vision Ridge Partners|Green Tree Equity|Jove Equity Partners|David Cohen|Techstars|Brett Jackson|Bart Lorang|Walt Winshall|Valero Capital|Five Mill Ventures|Westly Group|the Menlo Park,26,4,Yes,1/24/2011,1/27/2014,6000000,United States,North America,9,0,2,0,6,32,No,3,high,No,Large,No,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,Medium,No,High,Bachelors,18,Arts,Yes,Yes,Tier_1,500,Low,0,0,0,High,152,Few,27,Medium,Medium,Yes,Yes,Medium,Good,Yes,No,No,Yes,No,No,No Info,797253,No,No,Yes,3,High,4,16,6,Not Applicable,6,8,,,15.25735294,5.882352941,3.125,3.125,6.25,3.125,9.191176471,3.125,11.94852941,32.90441176,0,0,0,6.066176471,4
Company167,Success,2012,2,334,The Machine Learning Company,Analytics,"Optimization, CRM, Pricing",Javelin Venture Partners|Alireza Masrour|Plug & Play Ventures|US Venture Partners|United Parcel Service|Osage University Partners|Scott McNealy,36,13,yes,1/1/2012,4/30/2013,18000000,United States,North America,0,0,2,4,7,42,Yes,1,low,Yes,Medium,No,No,No,No,Service,Yes,Private,No,Structured,No,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Both,B2B,Low,High,Yes,High,PhD,25,Computer Science,Yes,Yes,None,400,High,1,1,1,Medium,86,Many,40,Medium,Medium,Yes,No,Medium,Good,No,No,No,Yes,No,No,High,583200,No,No,No,3,Low,0,42,18,Not Applicable,1,3.6,Peak,2 to 5,2.777777778,2.777777778,11.11111111,2.777777778,0,61.11111111,13.88888889,2.777777778,2.777777778,0,0,0,0,0,1
Company168,Success,2007,7,84,Social Media Marketing & Technology,Advertising|Media|Mobile|Marketing,Social Media optimization,,20,,yes,1/1/2007,1/1/2010,1500000,United States,North America,0,0,1,4,5,290,No,0,medium,No,Small,Yes,Yes,No,Yes,Service,Yes,Private,No,Both,No,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,18,Economics and American literature,No,No,None,500,Low,0,0,0,Low,55,Few,20,Medium,Medium,Yes,No,Low,Bad,No,No,No,Yes,No,No,No Info,No Info,No,No,No,2,Medium,3,48.33,1.5,Yes,36,36,Plateau,0 to 2,5.555555556,5.555555556,0,66.66666667,0,0,16.66666667,0,0,5.555555556,0,0,0,0,8
Company169,Success,2009,5,237,Real-time big data platform,,many,Reed Elsevier Ventures|Divergent Ventures|Musea Ventures|Triage Ventures,38,0,Yes,1/1/2009,3/5/2014,4499999,United States,North America,2,3,1,5,7,40,Yes,3,medium,No,Small,No,No,No,No,Service,Yes,Private,No,Structured,No,Platform,Global,Linear,Yes,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Offline,B2B,Low,High,No,Medium,Bachelors,18,Chemical Engineering,No,Yes,None,489,Medium,0,0,0,Medium,31,Few,21,Medium,Medium,No,No,Low,Bad,Yes,Yes,No,No,No,No,High,2155880,No,No,Yes,3,Medium,0,10,4.499999,Not Applicable,20,10.725,Trough,2 to 5,13.88888889,0,41.66666667,5.555555556,5.555555556,13.88888889,11.11111111,2.777777778,2.777777778,0,0,0,2.777777778,0,2
Company171,Success,2010,4,616,active analytics,Analytics|Software Development|Marketing,"Marketing, customer targeting",Andreessen Horowitz|500 Startups|Point Nine Capital|Sand Hill Angels |Dingman Center Angels,6,0,No,5/15/2010,6/10/2013,1000000,United States,North America,5,0,2,0,2,5,No,0,high,No,Small,No,No,No,No,Service,Yes,Private,No,Both,No,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,None,Medium,No,High,Masters,21,Arts and Culture,No,No,Tier_1,500,Low,0,0,0,Medium,153,Few,35,Low,Low,No,No,Medium,Bad,No,No,No,Yes,No,No,High,103061,Yes,No,No,2,Low,0,1.6,1,Not Applicable,37,37,Plateau,0 to 2,5.882352941,0,26.47058824,2.941176471,5.882352941,5.882352941,2.941176471,0,0,0,0,0,0,0,0
Company173,Success,2012,2,137,The Real-Time SQL-on-Hadoop Database,Analytics,Database Management,Mohr Davidow Ventures|InterWest Partners,24,9,yes,1/1/2012,2/10/2014,15000000,United States,North America,0,0,3,4,6,30,Yes,1,high,No,Medium,Yes,Yes,No,No,Product,Yes,Private,No,Both,Yes,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Low,High,No,High,Masters,21,Biomedical and mechanical Engineering,No,Yes,None,500,Medium,0,0,0,Low,68,Few,12,Medium,Medium,Yes,No,Medium,Good,No,Yes,Yes,Yes,No,No,High,1065438,No,No,Yes,3,High,0,30,15,Not Applicable,10,8.016666667,Peak,2 to 5,0,0,45.45454545,0,0,0,4.545454545,0,0,0,0,0,0,0,1
Company174,Success,2002,12,83,Real-time business intelligence,,Database Management,Fontinalis Partners,,,yes,12/1/2002,5/20/2011,6000000,United States,North America,0,0,1,6,7,18,No,0,high,No,Medium,Yes,Yes,No,No,Service,Yes,Private,No,Structured,No,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Low,High,Yes,High,Bachelors,18,Computer Science,Yes,Yes,Tier_2,500,High,0,0,0,Low,65,Many,0,High,Medium,Yes,No,Medium,Good,Yes,Yes,No,Yes,No,No,High,No Info,No,No,No,3,Medium,0,1.63,6,Yes,108,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Company176,Success,2012,2,23,Data Management for Agriculture,,Information management,Hub Ventures,3,0,Yes,,4/1/2012,20000,United States,North America,1,0,1,1,2,10,No Info,0,medium,No,Small,Yes,Yes,No,No,Service,No,Private,Yes,Structured,Yes,Platform,local,Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2C,Low,Medium,No,Medium,Masters,21,engg,Yes,Yes,Tier_1,500,None,0,0,0,None,3,None,25,Low,Medium,No,Yes,Medium,No Info,No,No,No,No,No,No,Low,6657549,Yes,Yes,No,3,Medium,0,10,0.02,Not Applicable,No Info,No Info,,,16.66666667,16.66666667,0,8.333333333,25,0,8.333333333,8.333333333,8.333333333,8.333333333,0,0,0,0,5
Company177,Success,2009,5,56,Social media performance measurement,Analytics|Marketing|Software Development,strategy,Foundry Group|Upfront Ventures|kbs+ Ventures|Social Leverage|Neu Venture Capital|Apricot Capital,15,7,yes,2/6/2009,12/1/2011,4250000,United States,North America,3,5,2,2,1,14,Yes,2,high,Yes,Large,No,No,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,Yes,No,Yes,No,No,Online,B2B,Medium,Medium,Yes,Medium,Bachelors,18,cse,Yes,Yes,Both,500,High,1,1,1,None,67,None,9,Medium,Low,No,No,Low,Average,Yes,No,No,No,No,No,No Info,108639,Yes,No,No,3,Low,3,2,4.25,Not Applicable,12,12,,,8.994708995,1.960784314,28.82041706,17.98941799,1.587301587,3.703703704,19.7945845,9.212573918,4.761904762,3.174603175,0,0,0,0,8
Company178,Success,2008,6,246,Automatic Insight Discovery,,technology,FLOODGATE|Khosla Ventures|Citi Ventures|GE Ventures|Institutional Venture Partners|Floodgate Fund,65,2,yes,1/1/2008,7/16/2013,30600000,United States,North America,1,2,3,3,8,60,No,2,medium,Yes,Large,No,No,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,Yes,No,No,Yes,Yes,No,No,No,Online,B2B,Medium,Medium,Yes,Low,PhD,25,CSE,Yes,Yes,Both,500,Low,1,1,1,None,125,Many,20,Medium,Medium,Yes,No,Medium,Very Good,Yes,Yes,Yes,Yes,No,No,No Info,368165,Yes,Yes,Yes,4,High,0,4,30.6,Yes,4,4,Plateau,0 to 2,1.851851852,1.851851852,49.05312552,0,0,38.90564773,4.415954416,0,0,3.921568627,0,0,0,0,1
Company179,Success,2011,3,299,Transforming Security Risk Management,Analytics|Security|Enterprise Software,technology,Globespan Capital Partners|Menlo Ventures|Flybridge Capital Partners|Commonwealth Capital Ventures|National Science Foundation,41,8,yes,1/1/2011,6/5/2013,24000000,United States,North America,3,0,2,2,3,25,Yes,2,high,No,Small,No,No,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,18,CSE,Yes,Yes,None,500,Low,1,0,0,None,360,Many,20,Medium,High,No,No,Medium,Very Good,Yes,Yes,Yes,No,No,Yes,Low,1162155,Yes,Yes,No,4,Medium,10,3,24,Not Applicable,36,24,Trigger,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Company180,Success,2010,4,-100,Big Data for Conferences,Media|Publishing,operations,Michael Chaney|Frederick Farrar|T. Mills Kelly|Wayne Buder|Gregory T Stern|Kenneth Gilbert|Gregory T.Stern|Peter J. Toren|Marco Giberti|Paolo Rubatto|Greg Stern|Peter Toren|David Neithercutt,12,0,yes,1/1/2010,9/12/2013,200000,United States,North America,17,0,2,5,2,11,No,10,medium,Yes,Medium,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,Yes,No,No,No,No,Online,B2C,Medium,High,Yes,Medium,Bachelors,18,electrical,Yes,Yes,None,500,High,1,1,1,Medium,448,None,22,Medium,Medium,No,No,Low,Very Good,No,Yes,Yes,No,No,Yes,No Info,290009,Yes,No,No,2,Low,4,2,0.2,Not Applicable,12,6,Plateau,0 to 2,11.80555556,0,9.375,39.23611111,0,5.902777778,18.05555556,6.25,0,9.375,0,0,0,0,8
Company185,Success,2012,2,123,Mobile BI Platform,Mobile|Analytics,operations,Angel Investors,,,No,1/1/2012,9/1/2013,400000,United States,North America,1,0,2,4,3,8,Yes,5,medium,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Cloud,global,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,No,No,No,Online,B2B,Low,Low,Yes,Medium,No Info,No Info,tech,Yes,Yes,No Info,500,High,0,0,0,None,406,Many,23,Medium,Medium,Yes,No,Medium,Average,No,No,No,Yes,No,No,Low,880762,Yes,Yes,Yes,4,High,3,2,0.4,Not Applicable,6,12,Peak,2 to 5,17.64705882,0,29.41176471,11.76470588,0,0,11.76470588,11.76470588,5.882352941,11.76470588,0,0,0,0,3
Company186,Success,2010,4,0,Opinion's Movement,Marketing,Marketing,Lorenzo Barbantini Scanni|Armando Biondi|ChileGlobal Angels|Cesare Guarini|Leandro Puca|Attilio Meoli|Maurizio Donadelli|Roberto Cipollini|Cristiano Carlutti|Filippo Meo,,,Yes,1/29/2010,8/1/2012,535000,United States,North America,11,0,3,9,9,50,No,0,medium,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Online,B2C,Low,High,Yes,Low,Masters,21,PILOT,No,Yes,None,500,Low,0,1,1,None,173,Many,21,Medium,Medium,No,No,Medium,Bad,No,Yes,Yes,No,No,No,No Info,No Info,No,No,No,2,Medium,3,16.6,0.535,Not Applicable,28,12,Slope,2 to 5,9.607843137,0,3.333333333,21.76470588,0,3.333333333,25.09803922,6.274509804,8.823529412,18.43137255,0,0,0,3.333333333,8
Company189,Success,2011,3,268,Big Public Data,,Operations,TriplePoint Capital|Crosslink Capital|Matthew Glass|Strauss Zelnick|Brent Hurley|Comcast Ventures|American Express Ventures|New York Times|Expansion Venture Capital,15,0,Yes,1/1/2011,1/30/2014,4500000,United States,North America,5,0,2,1,4,16,No,0,low,No,Medium,Yes,No,No,No,Product,Yes,Public,Yes,Structured,Yes,Cloud,Local,Linear,No,None,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,Medium,Yes,Low,Masters,21,business,Yes,Yes,Tier_1,500,Low,0,0,0,None,0,None,5,Medium,Medium,No,No,Medium,Very Good,Yes,No,No,No,No,No,Low,No Info,Yes,Yes,No,4,High,5,8,4.5,Not Applicable,16,8,Plateau,0 to 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company190,Success,2011,3,28,Big Data Predictive Insight,Analytics,technology,Sierra Ventures|Mission Ventures|Sumitomo Corporation Equity Asia|Stanford University|UMC Capital|Robert Bosch Venture Capital,41,17,Yes,1/1/2011,11/22/2013,16000000,United States,North America,0,0,2,2,5,50,Yes,2,medium,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Cloud,global,Non-Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,18,electrical engg,No,Yes,Tier_2,500,Medium,0,1,0,None,2,None,37,Medium,High,Yes,No,Medium,Very Good,Yes,Yes,No,Yes,No,No,Low,No Info,Yes,Yes,No,3,High,5,25,16,Not Applicable,12,8,Plateau,0 to 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Company191,Success,2007,7,149,Content automation services,,"marketing, strategy",Court Square Ventures|OCA Ventures|IDEA Fund Partners|BoxGroup|Valhalla Partners|David Tisch,17,-6,yes,6/1/2007,9/1/2011,4000000,United States,North America,3,0,1,4,6,15,Yes,1,medium,Yes,Large,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,Yes,No,No,No,No,Online,B2B,High,High,Yes,Low,Masters,21,TECH,Yes,Yes,Tier_1,500,High,0,1,1,Medium,173,None,8,Low,Medium,No,No,Low,Very Good,Yes,Yes,No,No,No,No,No Info,No Info,Yes,Yes,No,3,High,2,2.5,4,Yes,10,8,Plateau,0 to 2,33.33333333,0,0,0,0,0,33.33333333,16.66666667,16.66666667,0,0,0,0,0,2
Company192,Success,2011,3,448,Marketing analytics software,Advertising|Marketing|Analytics,marketing,Investment Group of Santa Barbara|Aaron Bird|TechStars|Madrona Venture Group|MHS Capital|Rob Glaser,15,15,yes,2/1/2011,11/26/2012,1700000,United States,North America,3,0,2,0,2,15,Yes,1,high,No,Medium,No,No,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,Yes,No,Yes,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21,MGMT,No,Yes,None,500,High,1,0,0,Medium,272,Many,24,Medium,Medium,No,Yes,Low,Average,No,Yes,No,No,No,No,Low,156473,Yes,No,No,3,Low,5,7.5,1.7,Not Applicable,8,6,Peak,2 to 5,11.11111111,0,22.22222222,27.77777778,5.555555556,11.11111111,11.11111111,5.555555556,0,5.555555556,0,0,0,0,9
Company193,Success,2012,2,0,,,technology,Data Collective|Ignition Partners|Intel Capital|Amplify Partners|Atlantic Bridge,1,0,yes,1/1/2012,9/24/2013,15000000,United States,North America,0,0,2,8,2,15,Yes,1,medium,No,Medium,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Cloud,global,Non-Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21,TECH,No,No,Tier_1,500,Medium,0,0,0,Medium,74,Many,12,Medium,High,No,No,High,Average,No,Yes,Yes,No,No,No,No Info,10414376,No,No,No,3,Medium,7,15,15,Not Applicable,10,9,Peak,2 to 5,0,5.882352941,70.58823529,2.941176471,0,0,17.64705882,2.941176471,0,0,0,0,0,0,7
Company194,Success,2011,3,162,Self-driven big data exploration,Enterprise Software,strategy,Kleiner Perkins Caufield & Byers|Andreessen Horowitz|Google Ventures|Khosla Ventures|DAG Ventures,30,3,yes,1/1/2011,3/31/2014,21000000,United States,North America,0,3,2,6,4,30,Yes,3,medium,No,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21,TECH,Yes,Yes,Tier_2,500,Medium,0,0,0,Medium,145,Many,18,Low,Medium,No,No,Low,Bad,Yes,No,Yes,No,No,No,No Info,359437,Yes,Yes,No,1,Low,2,15,21,Not Applicable,13,12,,,0,0,77.77777778,0,0,16.66666667,5.555555556,0,0,0,0,0,0,0,3
Company195,Success,2013,1,286,,Retail|Analytics,customer engagement,Austin Ventures|FLOODGATE|Contour Venture Partners|Allegro Venture Partners|Mack Capital|Brett Hurt|Sam Decker|Adam Ross|Tom Meredith|Dean Drako|Floodgate Fund,41,5,yes,1/1/2013,5/21/2013,4200000,United States,North America,0,0,2,6,6,43,No,0,medium,No,Medium,Yes,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,18,TECH,Yes,Yes,None,500,High,0,1,1,Medium,201,Many,17,Low,Low,No,No,Medium,Bad,Yes,No,Yes,No,No,No,No Info,735463,No,No,Yes,4,Low,2,43,4.2,Not Applicable,5,6,Trough,0 to 2,9.490740741,5.787037037,30.32407407,11.34259259,1.851851852,17.12962963,9.259259259,3.703703704,3.703703704,5.555555556,0,0,1.851851852,0,1
Company196,Success,2012,2,1,,Analytics,operations,Madrona Venture Group|Vulcan Capital|Geoff Entress|Bloomberg Beta,19,12,yes,3/1/2012,7/16/2013,7000000,United States,North America,1,0,1,11,6,28,No,2,low,No,Large,No,No,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Medium,High,Yes,Medium,PhD,25,TECH,Yes,Yes,None,500,High,0,1,1,Medium,119,None,18,Low,High,No,No,Low,Bad,Yes,No,No,No,No,Yes,No Info,1409473,Yes,No,No,2,High,1,28,7,Not Applicable,8,7,Peak,2 to 5,11.11111111,5.555555556,16.66666667,11.11111111,0,50,0,0,0,5.555555556,0,0,0,0,0
Company197,Success,2011,3,270,,Analytics|Enterprise Software|Cloud Computing|Software Development,technology,Battery Ventures|Andreessen Horowitz|Ignition Partners|Data Collective|Amplify Partners,27,4,yes,11/1/2011,11/14/2012,10000000,United States,North America,0,3,2,2,3,20,Yes,3,low,No,Medium,Yes,No,No,No,Product,Yes,Private,No,Structured,Yes,Cloud,global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,TECH,Yes,Yes,Both,500,High,0,1,1,Medium,175,None,17,Low,Low,Yes,No,High,Average,Yes,No,Yes,Yes,No,Yes,No Info,48561,No,No,No,2,Medium,3,10,10,Not Applicable,13,8,Plateau,0 to 2,6.944444444,0,62.5,8.333333333,0,8.333333333,5.555555556,8.333333333,0,0,0,0,0,0,8
Company198,Success,2012,2,299,The Marketing Suite for the Visual Web,Marketing|Analytics,marketing,New Enterprise Associates|First Round Capital|MentorTech Ventures,30,7,yes,1/1/2012,1/15/2013,3000000,United States,North America,3,0,2,2,2,22,Yes,3,high,Yes,Medium,No,No,No,No,Service,Yes,Private,Yes,Unstructured,Yes,Platform,global,Non-Linear,No,Few,No,No,Yes,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,TECH,Yes,Yes,Both,500,High,1,1,0,Medium,67,Many,5,Low,Low,No,No,Low,Very Good,Yes,Yes,No,No,No,Yes,No Info,No Info,No,Yes,No,4,Medium,4,22,3,Not Applicable,5,12,Trough,2 to 5,25,0,0,25,0,0,25,0,0,0,0,0,0,25,1
Company199,Success,2011,3,291,,Analytics,technology,Foundry Group|Neu Venture Capital|David Cohen|Tasso Argyros|Mayank Bawa|Dave Kellogg|Mike Greenfield,8,0,No,10/1/2011,12/10/2013,3150000,United States,North America,7,0,2,1,2,8,No,1,high,Yes,Medium,No,No,No,No,Service,Yes,Private,Yes,Structured,Yes,Cloud,global,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,TECH,Yes,Yes,None,500,Medium,1,1,1,Medium,90,Many,12,Medium,High,Yes,No,Medium,Bad,Yes,No,No,No,No,Yes,Low,No Info,Yes,No,No,2,Medium,3,4,3.15,Not Applicable,20,18,Plateau,0 to 2,0,0,83.33333333,0,0,0,0,16.66666667,0,0,0,0,0,0,5
Company200,Success,2009,5,456,Big Data Analytics,Analytics,technology,Redpoint Ventures|Kleiner Perkins Caufield & Byers|Next World Capital|Software AG|Workday|Citi Ventures,89,0,yes,9/1/2009,12/17/2013,19000000,United States,North America,0,0,2,0,6,80,Yes,3,high,Yes,Medium,No,No,No,No,Product,Yes,Private,No,Structured,Yes,Cloud,global,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,No,No,No,Online,B2B,High,High,Yes,Low,Masters,21,TECH,Yes,Yes,None,500,High,0,0,0,Medium,260,Many,14,Low,Low,No,No,Low,Very Good,No,No,No,No,No,No,Low,880762,Yes,No,No,3,Low,3,20,19,Not Applicable,12,12,,,5.555555556,5.555555556,66.66666667,0,0,16.66666667,5.555555556,0,0,0,0,0,0,0,2
Company201,Success,2010,4,331,big data platform powered by Cassandra,,Operations,Lightspeed Venture Partners|Sequoia Capital|Jason Calacanis|Crosslink Capital|Salil Deshpande|Meritech Capital Partners|Scale Venture Partners|Next World Capital|DFJ Growth,209,11,yes,3/31/2010,7/23/2013,45000000,United States,North America,1,0,2,1,10,226,No,6,high,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,Few,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,18,MGT,Yes,Yes,Both,500,Low,1,0,0,Medium,154,Many,18,Medium,High,No,No,Medium,Average,No,Yes,Yes,No,No,No,Low,4331697,Yes,No,No,4,High,2,75.3,45,Not Applicable,5,14,,,0,0,41.66666667,0,0,0,8.333333333,0,0,0,0,0,0,0,4
Company202,Success,2012,2,118,Stream Processing,Analytics|Enterprise Software,operations,August Capital|Morado Venture Partners|AME Cloud Ventures,18,13,No,1/1/2012,6/26/2013,8000000,United States,North America,2,0,2,0,2,22,Yes,0,medium,No,Small,No,No,No,No,Product,Yes,Private,Yes,Both,Yes,Cloud,Global,Non-Linear,Yes,None,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18,MGMT,Yes,Yes,None,324,High,1,1,1,Medium,200,None,18,Low,High,No,No,Low,Average,No,No,Yes,No,No,No,Low,44388,No,No,No,4,Medium,5,22,8,Not Applicable,15,11,Peak,2 to 5,2.777777778,0,62.82051282,0,8.333333333,6.623931624,16.66666667,2.777777778,0,0,0,0,0,0,5
Company203,Success,2011,3,258,Customer Experience Management Platform,,Sales,XSeed Capital,44,5,Yes,9/15/2011,9/26/2013,2550000,United States,North America,0,0,2,6,6,45,No,0,low,No,Medium,No,No,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Cloud,Local,Non-Linear,No,Few,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Online,B2B,Low,High,Yes,Low,Bachelors,18,MGMT,Yes,Yes,Tier_2,500,High,1,1,1,None,1,None,14,Medium,High,Yes,No,High,Average,No,No,Yes,No,No,No,No Info,2084312,No,No,Yes,3,Low,2,22.5,2.55,Not Applicable,19,6,Peak,2 to 5,2.941176471,0,44.11764706,0,0,0,0,2.941176471,0,0,0,0,0,0,1
Company204,Success,2010,4,131,Doubleclick for Market Research,Advertising|Market Research,Marketing,Sopris Partners|Voodoo Ventures,48,2,Yes,3/10/2010,11/8/2011,2800000,United States,North America,0,0,0,0,5,49,No,0,medium,No,Medium,Yes,Yes,No,Yes,Product,Yes,Private,Yes,Structured,Yes,Cloud,Local,Linear,No,None,No,No,No,Yes,No,Yes,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21,business,Yes,Yes,Tier_1,500,High,0,0,0,None,270,None,14,Medium,High,Yes,No,Low,Very Good,No,No,Yes,No,No,No,No Info,2186599,No,No,No,2,Low,1,16.3,2.8,Not Applicable,1,1,Slope,2 to 5,16.66666667,5.555555556,0,38.88888889,5.555555556,16.66666667,11.11111111,0,5.555555556,0,0,0,0,0,0
